bug_id,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment,page_rank,betweenness,closeness,indegree,outdegree
1076754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079546,2199.0,3.0,112.0,4.0,0.05,1.41,0.0,1.92,1.0,27.0
1079563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077084,792.5,3.0,22.0,4.5,0.6,1.61,2094.16,1.92,4.0,34.0
1078261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082986,222.47,1.24,14.59,0.94,0.36,1.6,14452.02,1.31,2.31,9.88
1074681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079250,740.0,2.0,46.0,4.0,0.07,1.59,14584.69,1.92,3.0,42.0
1078337,4623.5,2.5,130.0,3.5,0.89,27.8,4184993.01,1.91,156.0,123.0
1074702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089764,1120.08,3.58,47.25,3.33,0.22,3.78,166110.53,1.8,22.08,30.85
1090209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
